,power,scenario,key,val
128,ITA,All_dip_Fra_Eng,4,24.333333333333332
129,FRA,All_dip_Fra_Eng,4,15.384615384615385
130,GER,All_dip_Fra_Eng,4,31.0
131,RUS,All_dip_Fra_Eng,4,48.666666666666664
132,TUR,All_dip_Fra_Eng,4,29.0
133,ENG,All_dip_Fra_Eng,5,100.0
134,AUS,All_dip_Fra_Eng,5,100.0
135,ITA,All_dip_Fra_Eng,5,100.0
136,FRA,All_dip_Fra_Eng,5,100.0
137,GER,All_dip_Fra_Eng,5,100.0
138,RUS,All_dip_Fra_Eng,5,100.0
139,TUR,All_dip_Fra_Eng,5,100.0
