,power,scenario,key,val
80,FRA,All_dip_Aus_Ita,2,20.0
81,GER,All_dip_Aus_Ita,2,21.0
82,RUS,All_dip_Aus_Ita,2,5.0
83,TUR,All_dip_Aus_Ita,2,18.0
84,ENG,All_dip_Aus_Ita,3,1.0
85,AUS,All_dip_Aus_Ita,3,1.0
86,ITA,All_dip_Aus_Ita,3,1.0
87,FRA,All_dip_Aus_Ita,3,1.0
88,GER,All_dip_Aus_Ita,3,1.0
89,RUS,All_dip_Aus_Ita,3,1.0
90,TUR,All_dip_Aus_Ita,3,1.0
91,ENG,All_dip_Aus_Ita,4,0.0
92,AUS,All_dip_Aus_Ita,4,17.5
93,ITA,All_dip_Aus_Ita,4,13.545454545454545
94,FRA,All_dip_Aus_Ita,4,15.5
95,GER,All_dip_Aus_Ita,4,14.047619047619047
96,RUS,All_dip_Aus_Ita,4,13.8
97,TUR,All_dip_Aus_Ita,4,13.88888888888889
98,ENG,All_dip_Aus_Ita,5,100.0
99,AUS,All_dip_Aus_Ita,5,100.0
100,ITA,All_dip_Aus_Ita,5,100.0
101,FRA,All_dip_Aus_Ita,5,100.0
102,GER,All_dip_Aus_Ita,5,100.0
103,RUS,All_dip_Aus_Ita,5,100.0
104,TUR,All_dip_Aus_Ita,5,100.0
105,ENG,All_dip_Eng_Fra,1,14.0
106,AUS,All_dip_Eng_Fra,1,0.0
107,ITA,All_dip_Eng_Fra,1,49.0
108,FRA,All_dip_Eng_Fra,1,1.0
109,GER,All_dip_Eng_Fra,1,26.0
110,RUS,All_dip_Eng_Fra,1,12.0
111,TUR,All_dip_Eng_Fra,1,0.0
112,ENG,All_dip_Eng_Fra,2,13.0
113,AUS,All_dip_Eng_Fra,2,0.0
114,ITA,All_dip_Eng_Fra,2,48.0
115,FRA,All_dip_Eng_Fra,2,1.0
116,GER,All_dip_Eng_Fra,2,25.0
117,RUS,All_dip_Eng_Fra,2,12.0
118,TUR,All_dip_Eng_Fra,2,0.0
119,ENG,All_dip_Eng_Fra,3,1.0
120,AUS,All_dip_Eng_Fra,3,0.0
121,ITA,All_dip_Eng_Fra,3,1.0
122,FRA,All_dip_Eng_Fra,3,0.0
123,GER,All_dip_Eng_Fra,3,1.0
124,RUS,All_dip_Eng_Fra,3,0.0
125,TUR,All_dip_Eng_Fra,3,0.0
126,ENG,All_dip_Eng_Fra,4,15.076923076923077
127,AUS,All_dip_Eng_Fra,4,0.0
128,ITA,All_dip_Eng_Fra,4,12.6875
129,FRA,All_dip_Eng_Fra,4,14.0
130,GER,All_dip_Eng_Fra,4,11.4
131,RUS,All_dip_Eng_Fra,4,15.583333333333334
132,TUR,All_dip_Eng_Fra,4,0.0
133,ENG,All_dip_Eng_Fra,5,100.0
134,AUS,All_dip_Eng_Fra,5,0.0
135,ITA,All_dip_Eng_Fra,5,100.0
136,FRA,All_dip_Eng_Fra,5,0.0
137,GER,All_dip_Eng_Fra,5,100.0
138,RUS,All_dip_Eng_Fra,5,0.0
139,TUR,All_dip_Eng_Fra,5,0.0
140,ENG,All_dip_Fra_Eng,1,0.0
141,AUS,All_dip_Fra_Eng,1,0.0
142,ITA,All_dip_Fra_Eng,1,20.0
143,FRA,All_dip_Fra_Eng,1,65.0
144,GER,All_dip_Fra_Eng,1,11.0
145,RUS,All_dip_Fra_Eng,1,4.0
146,TUR,All_dip_Fra_Eng,1,0.0
147,ENG,All_dip_Fra_Eng,2,0.0
148,AUS,All_dip_Fra_Eng,2,0.0
149,ITA,All_dip_Fra_Eng,2,20.0
150,FRA,All_dip_Fra_Eng,2,65.0
151,GER,All_dip_Fra_Eng,2,11.0
152,RUS,All_dip_Fra_Eng,2,4.0
153,TUR,All_dip_Fra_Eng,2,0.0
154,ENG,All_dip_Fra_Eng,3,0.0
155,AUS,All_dip_Fra_Eng,3,0.0
156,ITA,All_dip_Fra_Eng,3,0.0
157,FRA,All_dip_Fra_Eng,3,0.0
158,GER,All_dip_Fra_Eng,3,0.0
159,RUS,All_dip_Fra_Eng,3,0.0
160,TUR,All_dip_Fra_Eng,3,0.0
161,ENG,All_dip_Fra_Eng,4,0.0
162,AUS,All_dip_Fra_Eng,4,0.0
163,ITA,All_dip_Fra_Eng,4,11.0
164,FRA,All_dip_Fra_Eng,4,10.861538461538462
165,GER,All_dip_Fra_Eng,4,12.454545454545455
166,RUS,All_dip_Fra_Eng,4,15.0
167,TUR,All_dip_Fra_Eng,4,0.0
168,ENG,All_dip_Fra_Eng,5,0.0
169,AUS,All_dip_Fra_Eng,5,0.0
170,ITA,All_dip_Fra_Eng,5,0.0
171,FRA,All_dip_Fra_Eng,5,0.0
172,GER,All_dip_Fra_Eng,5,0.0
173,RUS,All_dip_Fra_Eng,5,0.0
174,TUR,All_dip_Fra_Eng,5,0.0
175,ENG,All_rand_Aus_dip,1,0.0
176,AUS,All_rand_Aus_dip,1,100.0
177,ITA,All_rand_Aus_dip,1,0.0
178,FRA,All_rand_Aus_dip,1,0.0
179,GER,All_rand_Aus_dip,1,0.0
180,RUS,All_rand_Aus_dip,1,0.0
181,TUR,All_rand_Aus_dip,1,0.0
182,ENG,All_rand_Aus_dip,2,0.0
183,AUS,All_rand_Aus_dip,2,100.0
184,ITA,All_rand_Aus_dip,2,0.0
185,FRA,All_rand_Aus_dip,2,0.0
186,GER,All_rand_Aus_dip,2,0.0
187,RUS,All_rand_Aus_dip,2,0.0
188,TUR,All_rand_Aus_dip,2,0.0
189,ENG,All_rand_Aus_dip,3,0.0
190,AUS,All_rand_Aus_dip,3,0.0
191,ITA,All_rand_Aus_dip,3,0.0
192,FRA,All_rand_Aus_dip,3,0.0
193,GER,All_rand_Aus_dip,3,0.0
194,RUS,All_rand_Aus_dip,3,0.0
195,TUR,All_rand_Aus_dip,3,0.0
196,ENG,All_rand_Aus_dip,4,0.0
197,AUS,All_rand_Aus_dip,4,5.5
198,ITA,All_rand_Aus_dip,4,0.0
199,FRA,All_rand_Aus_dip,4,0.0
200,GER,All_rand_Aus_dip,4,0.0
201,RUS,All_rand_Aus_dip,4,0.0
202,TUR,All_rand_Aus_dip,4,0.0
203,ENG,All_rand_Aus_dip,5,0.0
204,AUS,All_rand_Aus_dip,5,0.0
205,ITA,All_rand_Aus_dip,5,0.0
206,FRA,All_rand_Aus_dip,5,0.0
207,GER,All_rand_Aus_dip,5,0.0
208,RUS,All_rand_Aus_dip,5,0.0
209,TUR,All_rand_Aus_dip,5,0.0
210,ENG,All_rand_Eng_dip,1,100.0
211,AUS,All_rand_Eng_dip,1,0.0
212,ITA,All_rand_Eng_dip,1,0.0
213,FRA,All_rand_Eng_dip,1,0.0
214,GER,All_rand_Eng_dip,1,0.0
215,RUS,All_rand_Eng_dip,1,0.0
216,TUR,All_rand_Eng_dip,1,0.0
217,ENG,All_rand_Eng_dip,2,100.0
218,AUS,All_rand_Eng_dip,2,0.0
219,ITA,All_rand_Eng_dip,2,0.0
220,FRA,All_rand_Eng_dip,2,0.0
221,GER,All_rand_Eng_dip,2,0.0
222,RUS,All_rand_Eng_dip,2,0.0
223,TUR,All_rand_Eng_dip,2,0.0
224,ENG,All_rand_Eng_dip,3,0.0
225,AUS,All_rand_Eng_dip,3,0.0
226,ITA,All_rand_Eng_dip,3,0.0
227,FRA,All_rand_Eng_dip,3,0.0
228,GER,All_rand_Eng_dip,3,0.0
229,RUS,All_rand_Eng_dip,3,0.0
230,TUR,All_rand_Eng_dip,3,0.0
231,ENG,All_rand_Eng_dip,4,6.11
232,AUS,All_rand_Eng_dip,4,0.0
233,ITA,All_rand_Eng_dip,4,0.0
234,FRA,All_rand_Eng_dip,4,0.0
235,GER,All_rand_Eng_dip,4,0.0
236,RUS,All_rand_Eng_dip,4,0.0
237,TUR,All_rand_Eng_dip,4,0.0
238,ENG,All_rand_Eng_dip,5,0.0
239,AUS,All_rand_Eng_dip,5,0.0
240,ITA,All_rand_Eng_dip,5,0.0
241,FRA,All_rand_Eng_dip,5,0.0
242,GER,All_rand_Eng_dip,5,0.0
243,RUS,All_rand_Eng_dip,5,0.0
244,TUR,All_rand_Eng_dip,5,0.0
245,ENG,All_dip_Eng_Tur,1,8.0
246,AUS,All_dip_Eng_Tur,1,0.0
247,ITA,All_dip_Eng_Tur,1,43.0
248,FRA,All_dip_Eng_Tur,1,14.0
249,GER,All_dip_Eng_Tur,1,23.0
250,RUS,All_dip_Eng_Tur,1,10.0
251,TUR,All_dip_Eng_Tur,1,2.0
252,ENG,All_dip_Eng_Tur,2,8.0
253,AUS,All_dip_Eng_Tur,2,0.0
254,ITA,All_dip_Eng_Tur,2,43.0
255,FRA,All_dip_Eng_Tur,2,14.0
256,GER,All_dip_Eng_Tur,2,23.0
257,RUS,All_dip_Eng_Tur,2,10.0
258,TUR,All_dip_Eng_Tur,2,2.0
259,ENG,All_dip_Eng_Tur,3,0.0
260,AUS,All_dip_Eng_Tur,3,0.0
261,ITA,All_dip_Eng_Tur,3,0.0
262,FRA,All_dip_Eng_Tur,3,0.0
263,GER,All_dip_Eng_Tur,3,0.0
264,RUS,All_dip_Eng_Tur,3,0.0
265,TUR,All_dip_Eng_Tur,3,0.0
266,ENG,All_dip_Eng_Tur,4,15.0
267,AUS,All_dip_Eng_Tur,4,0.0
268,ITA,All_dip_Eng_Tur,4,12.69767441860465
269,FRA,All_dip_Eng_Tur,4,16.5
270,GER,All_dip_Eng_Tur,4,12.869565217391305
271,RUS,All_dip_Eng_Tur,4,15.3
272,TUR,All_dip_Eng_Tur,4,17.0
273,ENG,All_dip_Eng_Tur,5,0.0
274,AUS,All_dip_Eng_Tur,5,0.0
275,ITA,All_dip_Eng_Tur,5,0.0
276,FRA,All_dip_Eng_Tur,5,0.0
277,GER,All_dip_Eng_Tur,5,0.0
278,RUS,All_dip_Eng_Tur,5,0.0
279,TUR,All_dip_Eng_Tur,5,0.0
280,ENG,All_dip_Tur_Eng,1,5.0
281,AUS,All_dip_Tur_Eng,1,0.0
282,ITA,All_dip_Tur_Eng,1,54.0
283,FRA,All_dip_Tur_Eng,1,17.0
284,GER,All_dip_Tur_Eng,1,15.0
285,RUS,All_dip_Tur_Eng,1,8.0
286,TUR,All_dip_Tur_Eng,1,2.0
287,ENG,All_dip_Tur_Eng,2,4.0
288,AUS,All_dip_Tur_Eng,2,0.0
289,ITA,All_dip_Tur_Eng,2,53.0
290,FRA,All_dip_Tur_Eng,2,17.0
291,GER,All_dip_Tur_Eng,2,15.0
292,RUS,All_dip_Tur_Eng,2,8.0
293,TUR,All_dip_Tur_Eng,2,2.0
294,ENG,All_dip_Tur_Eng,3,1.0
295,AUS,All_dip_Tur_Eng,3,0.0
296,ITA,All_dip_Tur_Eng,3,1.0
297,FRA,All_dip_Tur_Eng,3,0.0
298,GER,All_dip_Tur_Eng,3,0.0
299,RUS,All_dip_Tur_Eng,3,0.0
300,TUR,All_dip_Tur_Eng,3,0.0
301,ENG,All_dip_Tur_Eng,4,16.5
302,AUS,All_dip_Tur_Eng,4,0.0
303,ITA,All_dip_Tur_Eng,4,12.30188679245283
304,FRA,All_dip_Tur_Eng,4,15.411764705882353
305,GER,All_dip_Tur_Eng,4,12.2
306,RUS,All_dip_Tur_Eng,4,17.875
307,TUR,All_dip_Tur_Eng,4,16.5
308,ENG,All_dip_Tur_Eng,5,100.0
309,AUS,All_dip_Tur_Eng,5,0.0
310,ITA,All_dip_Tur_Eng,5,100.0
311,FRA,All_dip_Tur_Eng,5,0.0
312,GER,All_dip_Tur_Eng,5,0.0
313,RUS,All_dip_Tur_Eng,5,0.0
314,TUR,All_dip_Tur_Eng,5,0.0
315,ENG,All_dip_Fra_Rus,1,7.0
316,AUS,All_dip_Fra_Rus,1,1.0
317,ITA,All_dip_Fra_Rus,1,55.0
318,FRA,All_dip_Fra_Rus,1,14.0
319,GER,All_dip_Fra_Rus,1,20.0
320,RUS,All_dip_Fra_Rus,1,4.0
321,TUR,All_dip_Fra_Rus,1,5.0
322,ENG,All_dip_Fra_Rus,2,6.0
323,AUS,All_dip_Fra_Rus,2,0.0
324,ITA,All_dip_Fra_Rus,2,54.0
325,FRA,All_dip_Fra_Rus,2,13.0
326,GER,All_dip_Fra_Rus,2,19.0
327,RUS,All_dip_Fra_Rus,2,3.0
328,TUR,All_dip_Fra_Rus,2,4.0
329,ENG,All_dip_Fra_Rus,3,1.0
330,AUS,All_dip_Fra_Rus,3,1.0
331,ITA,All_dip_Fra_Rus,3,1.0
332,FRA,All_dip_Fra_Rus,3,1.0
333,GER,All_dip_Fra_Rus,3,1.0
334,RUS,All_dip_Fra_Rus,3,1.0
335,TUR,All_dip_Fra_Rus,3,1.0
336,ENG,All_dip_Fra_Rus,4,15.0
337,AUS,All_dip_Fra_Rus,4,0.0
338,ITA,All_dip_Fra_Rus,4,12.462962962962964
339,FRA,All_dip_Fra_Rus,4,16.153846153846153
340,GER,All_dip_Fra_Rus,4,13.578947368421053
341,RUS,All_dip_Fra_Rus,4,14.333333333333334
342,TUR,All_dip_Fra_Rus,4,23.25
343,ENG,All_dip_Fra_Rus,5,100.0
344,AUS,All_dip_Fra_Rus,5,100.0
345,ITA,All_dip_Fra_Rus,5,100.0
346,FRA,All_dip_Fra_Rus,5,100.0
347,GER,All_dip_Fra_Rus,5,100.0
348,RUS,All_dip_Fra_Rus,5,100.0
349,TUR,All_dip_Fra_Rus,5,100.0
350,ENG,All_dip_Eng_Rus,1,13.0
351,AUS,All_dip_Eng_Rus,1,1.0
352,ITA,All_dip_Eng_Rus,1,46.0
353,FRA,All_dip_Eng_Rus,1,11.0
354,GER,All_dip_Eng_Rus,1,24.0
355,RUS,All_dip_Eng_Rus,1,6.0
356,TUR,All_dip_Eng_Rus,1,5.0
357,ENG,All_dip_Eng_Rus,2,12.0
358,AUS,All_dip_Eng_Rus,2,0.0
359,ITA,All_dip_Eng_Rus,2,45.0
360,FRA,All_dip_Eng_Rus,2,10.0
361,GER,All_dip_Eng_Rus,2,23.0
362,RUS,All_dip_Eng_Rus,2,5.0
363,TUR,All_dip_Eng_Rus,2,4.0
364,ENG,All_dip_Eng_Rus,3,1.0
365,AUS,All_dip_Eng_Rus,3,1.0
366,ITA,All_dip_Eng_Rus,3,1.0
367,FRA,All_dip_Eng_Rus,3,1.0
368,GER,All_dip_Eng_Rus,3,1.0
369,RUS,All_dip_Eng_Rus,3,1.0
370,TUR,All_dip_Eng_Rus,3,1.0
371,ENG,All_dip_Eng_Rus,4,14.583333333333334
372,AUS,All_dip_Eng_Rus,4,0.0
373,ITA,All_dip_Eng_Rus,4,12.488888888888889
374,FRA,All_dip_Eng_Rus,4,16.1
375,GER,All_dip_Eng_Rus,4,14.130434782608695
376,RUS,All_dip_Eng_Rus,4,17.6
377,TUR,All_dip_Eng_Rus,4,15.25
378,ENG,All_dip_Eng_Rus,5,100.0
379,AUS,All_dip_Eng_Rus,5,100.0
380,ITA,All_dip_Eng_Rus,5,100.0
381,FRA,All_dip_Eng_Rus,5,100.0
382,GER,All_dip_Eng_Rus,5,100.0
383,RUS,All_dip_Eng_Rus,5,100.0
384,TUR,All_dip_Eng_Rus,5,100.0
